"Pincode","State","District","Hospitalized","Deceased","Recovered"
744207,"AN","South Andaman",5,0,0
744103,"AN","South Andaman",5,0,0
744107,"AN","South Andaman",5,0,0
744105,"AN","South Andaman",5,0,0
744101,"AN","South Andaman",5,0,0
744106,"AN","South Andaman",5,0,0
744211,"AN","South Andaman",5,0,0
744206,"AN","South Andaman",5,0,0
744112,"AN","South Andaman",5,0,0
744104,"AN","South Andaman",5,0,0
744102,"AN","South Andaman",5,0,0
530022,"AP","Visakhapatnam",14,0,1
517112,"AP","Chittoor",17,0,0
533239,"AP","East Godavari",11,0,0
530011,"AP","Visakhapatnam",14,0,1
517418,"AP","Chittoor",17,0,0
517123,"AP","Chittoor",17,0,0
515405,"AP","Anantapur",3,0,0
517291,"AP","Chittoor",17,0,0
531019,"AP","Visakhapatnam",14,0,1
517424,"AP","Chittoor",17,0,0
531002,"AP","Visakhapatnam",14,0,1
530014,"AP","Visakhapatnam",14,0,1
530047,"AP","Visakhapatnam",14,0,1
517506,"AP","Chittoor",17,0,0
531026,"AP","Visakhapatnam",14,0,1
520010,"AP","Krishna",28,0,0
530026,"AP","Visakhapatnam",14,0,1
521213,"AP","Krishna",28,0,0
517599,"AP","Chittoor",17,0,0
531011,"AP","Visakhapatnam",14,0,1
521327,"AP","Krishna",28,0,0
517588,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
531029,"AP","Visakhapatnam",14,0,1
521201,"AP","Krishna",28,0,0
517426,"AP","Chittoor",17,0,0
524323,"AP","S.P.S. Nellore",33,0,1
530008,"AP","Visakhapatnam",14,0,1
517645,"AP","Chittoor",17,0,0
515672,"AP","Anantapur",3,0,0
515501,"AP","Anantapur",3,0,0
533446,"AP","East Godavari",11,0,0
531113,"AP","Visakhapatnam",14,0,1
530003,"AP","Visakhapatnam",14,0,1
533436,"AP","East Godavari",11,0,0
524421,"AP","S.P.S. Nellore",33,0,1
517571,"AP","Chittoor",17,0,0
524317,"AP","S.P.S. Nellore",33,0,1
524004,"AP","S.P.S. Nellore",33,0,1
517172,"AP","Chittoor",17,0,0
531060,"AP","Visakhapatnam",14,0,1
534111,"AP","West Godavari",15,0,0
535250,"AP","Visakhapatnam",14,0,1
533429,"AP","East Godavari",11,0,0
530009,"AP","Visakhapatnam",14,0,1
517503,"AP","Chittoor",17,0,0
533250,"AP","East Godavari",11,0,0
533124,"AP","East Godavari",11,0,0
517642,"AP","Chittoor",17,0,0
517551,"AP","Chittoor",17,0,0
533004,"AP","East Godavari",11,0,0
521246,"AP","Krishna",28,0,0
524308,"AP","S.P.S. Nellore",33,0,1
515408,"AP","Anantapur",3,0,0
531082,"AP","Visakhapatnam",14,0,1
533445,"AP","East Godavari",11,0,0
533214,"AP","East Godavari",11,0,0
521183,"AP","Krishna",28,0,0
531126,"AP","Visakhapatnam",14,0,1
517401,"AP","Chittoor",17,0,0
521135,"AP","Krishna",28,0,0
533255,"AP","East Godavari",11,0,0
530045,"AP","Visakhapatnam",14,0,1
530043,"AP","Visakhapatnam",14,0,1
533212,"AP","East Godavari",11,0,0
534331,"AP","West Godavari",15,0,0
534432,"AP","West Godavari",15,0,0
521163,"AP","Krishna",28,0,0
523111,"AP","Prakasam",23,0,0
521109,"AP","Krishna",28,0,0
531115,"AP","Visakhapatnam",14,0,1
533464,"AP","East Godavari",11,0,0
517297,"AP","Chittoor",17,0,0
522259,"AP","Guntur",30,0,0
517127,"AP","Chittoor",17,0,0
533233,"AP","East Godavari",11,0,0
531077,"AP","Visakhapatnam",14,0,1
523001,"AP","Prakasam",23,0,0
531055,"AP","Visakhapatnam",14,0,1
521326,"AP","Krishna",28,0,0
517502,"AP","Chittoor",17,0,0
530020,"AP","Visakhapatnam",14,0,1
531081,"AP","Visakhapatnam",14,0,1
523303,"AP","Prakasam",23,0,0
517403,"AP","Chittoor",17,0,0
517004,"AP","Chittoor",17,0,0
523316,"AP","Prakasam",23,0,0
522529,"AP","Guntur",30,0,0
517429,"AP","Chittoor",17,0,0
534244,"AP","West Godavari",15,0,0
531035,"AP","Visakhapatnam",14,0,1
515865,"AP","Anantapur",3,0,0
515402,"AP","Anantapur",3,0,0
515621,"AP","Anantapur",3,0,0
531118,"AP","Visakhapatnam",14,0,1
522258,"AP","Guntur",30,0,0
533248,"AP","East Godavari",11,0,0
533263,"AP","East Godavari",11,0,0
521215,"AP","Krishna",28,0,0
521134,"AP","Krishna",28,0,0
531022,"AP","Visakhapatnam",14,0,1
530029,"AP","Visakhapatnam",14,0,1
521229,"AP","Krishna",28,0,0
517641,"AP","Chittoor",17,0,0
517581,"AP","Chittoor",17,0,0
517584,"AP","Chittoor",17,0,0
517582,"AP","Chittoor",17,0,0
531001,"AP","Visakhapatnam",14,0,1
524225,"AP","S.P.S. Nellore",33,0,1
524408,"AP","S.P.S. Nellore",33,0,1
521340,"AP","Krishna",28,0,0
521330,"AP","Krishna",28,0,0
517325,"AP","Chittoor",17,0,0
523329,"AP","Prakasam",23,0,0
517236,"AP","Chittoor",17,0,0
530007,"AP","Visakhapatnam",14,0,1
522015,"AP","Guntur",30,0,0
524319,"AP","S.P.S. Nellore",33,0,1
531085,"AP","Visakhapatnam",14,0,1
521137,"AP","Krishna",28,0,0
521157,"AP","Krishna",28,0,0
521101,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
531027,"AP","Visakhapatnam",14,0,1
515812,"AP","Anantapur",3,0,0
531030,"AP","Visakhapatnam",14,0,1
531114,"AP","Visakhapatnam",14,0,1
530013,"AP","Visakhapatnam",14,0,1
533218,"AP","East Godavari",11,0,0
515761,"AP","Anantapur",3,0,0
515870,"AP","Anantapur",3,0,0
515631,"AP","Anantapur",3,0,0
522124,"AP","Guntur",30,0,0
517299,"AP","Chittoor",17,0,0
517128,"AP","Chittoor",17,0,0
524224,"AP","S.P.S. Nellore",33,0,1
521227,"AP","Krishna",28,0,0
521149,"AP","Krishna",28,0,0
533213,"AP","East Godavari",11,0,0
515110,"AP","Anantapur",3,0,0
523280,"AP","Prakasam",23,0,0
521457,"AP","Krishna",28,0,0
534275,"AP","West Godavari",15,0,0
517001,"AP","Chittoor",17,0,0
533217,"AP","East Godavari",11,0,0
515465,"AP","Anantapur",3,0,0
515301,"AP","Anantapur",3,0,0
534467,"AP","West Godavari",15,0,0
534437,"AP","West Godavari",15,0,0
533238,"AP","East Godavari",11,0,0
523180,"AP","Prakasam",23,0,0
534341,"AP","West Godavari",15,0,0
515842,"AP","Anantapur",3,0,0
524005,"AP","S.P.S. Nellore",33,0,1
524312,"AP","S.P.S. Nellore",33,0,1
522324,"AP","Guntur",30,0,0
524313,"AP","S.P.S. Nellore",33,0,1
523368,"AP","Prakasam",23,0,0
522264,"AP","Guntur",30,0,0
523272,"AP","Prakasam",23,0,0
530031,"AP","Visakhapatnam",14,0,1
531021,"AP","Visakhapatnam",14,0,1
517351,"AP","Chittoor",17,0,0
521390,"AP","Krishna",28,0,0
530002,"AP","Visakhapatnam",14,0,1
521241,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
531116,"AP","Visakhapatnam",14,0,1
523201,"AP","Prakasam",23,0,0
515124,"AP","Anantapur",3,0,0
517586,"AP","Chittoor",17,0,0
522502,"AP","Guntur",30,0,0
520013,"AP","Krishna",28,0,0
521151,"AP","Krishna",28,0,0
521333,"AP","Krishna",28,0,0
523371,"AP","Prakasam",23,0,0
524316,"AP","S.P.S. Nellore",33,0,1
521139,"AP","Krishna",28,0,0
521170,"AP","Krishna",28,0,0
534145,"AP","West Godavari",15,0,0
533468,"AP","East Godavari",11,0,0
533448,"AP","East Godavari",11,0,0
521344,"AP","Krishna",28,0,0
523213,"AP","Prakasam",23,0,0
523367,"AP","Prakasam",23,0,0
523104,"AP","Prakasam",23,0,0
523286,"AP","Prakasam",23,0,0
523373,"AP","Prakasam",23,0,0
523135,"AP","Prakasam",23,0,0
517152,"AP","Chittoor",17,0,0
523186,"AP","Prakasam",23,0,0
523331,"AP","Prakasam",23,0,0
530048,"AP","Visakhapatnam",14,0,1
531028,"AP","Visakhapatnam",14,0,1
531087,"AP","Visakhapatnam",14,0,1
524315,"AP","S.P.S. Nellore",33,0,1
523247,"AP","Prakasam",23,0,0
531084,"AP","Visakhapatnam",14,0,1
520004,"AP","Krishna",28,0,0
523240,"AP","Prakasam",23,0,0
523165,"AP","Prakasam",23,0,0
523327,"AP","Prakasam",23,0,0
523332,"AP","Prakasam",23,0,0
520015,"AP","Krishna",28,0,0
521402,"AP","Krishna",28,0,0
517129,"AP","Chittoor",17,0,0
530001,"AP","Visakhapatnam",14,0,1
530041,"AP","Visakhapatnam",14,0,1
535273,"AP","Visakhapatnam",14,0,1
521261,"AP","Krishna",28,0,0
521228,"AP","Krishna",28,0,0
521158,"AP","Krishna",28,0,0
524203,"AP","S.P.S. Nellore",33,0,1
524401,"AP","S.P.S. Nellore",33,0,1
524303,"AP","S.P.S. Nellore",33,0,1
534416,"AP","West Godavari",15,0,0
534450,"AP","West Godavari",15,0,0
515133,"AP","Anantapur",3,0,0
515411,"AP","Anantapur",3,0,0
522212,"AP","Guntur",30,0,0
515414,"AP","Anantapur",3,0,0
521102,"AP","Krishna",28,0,0
534406,"AP","West Godavari",15,0,0
515101,"AP","Anantapur",3,0,0
515455,"AP","Anantapur",3,0,0
515801,"AP","Anantapur",3,0,0
515202,"AP","Anantapur",3,0,0
515863,"AP","Anantapur",3,0,0
524410,"AP","S.P.S. Nellore",33,0,1
530018,"AP","Visakhapatnam",14,0,1
521162,"AP","Krishna",28,0,0
522265,"AP","Guntur",30,0,0
522549,"AP","Guntur",30,0,0
522409,"AP","Guntur",30,0,0
522003,"AP","Guntur",30,0,0
535183,"AP","Visakhapatnam",14,0,1
535145,"AP","Visakhapatnam",14,0,1
522421,"AP","Guntur",30,0,0
515765,"AP","Anantapur",3,0,0
515601,"AP","Anantapur",3,0,0
524413,"AP","S.P.S. Nellore",33,0,1
521110,"AP","Krishna",28,0,0
521202,"AP","Krishna",28,0,0
523227,"AP","Prakasam",23,0,0
523155,"AP","Prakasam",23,0,0
523187,"AP","Prakasam",23,0,0
523190,"AP","Prakasam",23,0,0
521122,"AP","Krishna",28,0,0
523260,"AP","Prakasam",23,0,0
517619,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
515787,"AP","Anantapur",3,0,0
523112,"AP","Prakasam",23,0,0
534305,"AP","West Godavari",15,0,0
534318,"AP","West Godavari",15,0,0
521180,"AP","Krishna",28,0,0
522410,"AP","Guntur",30,0,0
515661,"AP","Anantapur",3,0,0
515305,"AP","Anantapur",3,0,0
524227,"AP","S.P.S. Nellore",33,0,1
522317,"AP","Guntur",30,0,0
522318,"AP","Guntur",30,0,0
515803,"AP","Anantapur",3,0,0
522001,"AP","Guntur",30,0,0
534122,"AP","West Godavari",15,0,0
522437,"AP","Guntur",30,0,0
517640,"AP","Chittoor",17,0,0
517423,"AP","Chittoor",17,0,0
517102,"AP","Chittoor",17,0,0
533309,"AP","East Godavari",11,0,0
515003,"AP","Anantapur",3,0,0
534005,"AP","West Godavari",15,0,0
533101,"AP","East Godavari",11,0,0
534004,"AP","West Godavari",15,0,0
533408,"AP","East Godavari",11,0,0
522329,"AP","Guntur",30,0,0
522509,"AP","Guntur",30,0,0
533308,"AP","East Godavari",11,0,0
533001,"AP","East Godavari",11,0,0
522341,"AP","Guntur",30,0,0
533242,"AP","East Godavari",11,0,0
523211,"AP","Prakasam",23,0,0
523304,"AP","Prakasam",23,0,0
530046,"AP","Visakhapatnam",14,0,1
521182,"AP","Krishna",28,0,0
530017,"AP","Visakhapatnam",14,0,1
522403,"AP","Guntur",30,0,0
523108,"AP","Prakasam",23,0,0
521369,"AP","Krishna",28,0,0
523315,"AP","Prakasam",23,0,0
523157,"AP","Prakasam",23,0,0
523334,"AP","Prakasam",23,0,0
524311,"AP","S.P.S. Nellore",33,0,1
517126,"AP","Chittoor",17,0,0
521178,"AP","Krishna",28,0,0
523171,"AP","Prakasam",23,0,0
523101,"AP","Prakasam",23,0,0
523264,"AP","Prakasam",23,0,0
534452,"AP","West Godavari",15,0,0
523225,"AP","Prakasam",23,0,0
522402,"AP","Guntur",30,0,0
522312,"AP","Guntur",30,0,0
522438,"AP","Guntur",30,0,0
523270,"AP","Prakasam",23,0,0
517350,"AP","Chittoor",17,0,0
517194,"AP","Chittoor",17,0,0
517192,"AP","Chittoor",17,0,0
517569,"AP","Chittoor",17,0,0
517213,"AP","Chittoor",17,0,0
517583,"AP","Chittoor",17,0,0
524405,"AP","S.P.S. Nellore",33,0,1
517101,"AP","Chittoor",17,0,0
517391,"AP","Chittoor",17,0,0
524404,"AP","S.P.S. Nellore",33,0,1
524129,"AP","S.P.S. Nellore",33,0,1
524304,"AP","S.P.S. Nellore",33,0,1
524236,"AP","S.P.S. Nellore",33,0,1
531036,"AP","Visakhapatnam",14,0,1
521001,"AP","Krishna",28,0,0
534316,"AP","West Godavari",15,0,0
520001,"AP","Krishna",28,0,0
521331,"AP","Krishna",28,0,0
522234,"AP","Guntur",30,0,0
522414,"AP","Guntur",30,0,0
522304,"AP","Guntur",30,0,0
522408,"AP","Guntur",30,0,0
522313,"AP","Guntur",30,0,0
524201,"AP","S.P.S. Nellore",33,0,1
523305,"AP","Prakasam",23,0,0
517370,"AP","Chittoor",17,0,0
515445,"AP","Anantapur",3,0,0
524142,"AP","S.P.S. Nellore",33,0,1
523265,"AP","Prakasam",23,0,0
522615,"AP","Guntur",30,0,0
522330,"AP","Guntur",30,0,0
522657,"AP","Guntur",30,0,0
522614,"AP","Guntur",30,0,0
522303,"AP","Guntur",30,0,0
524223,"AP","S.P.S. Nellore",33,0,1
522018,"AP","Guntur",30,0,0
523114,"AP","Prakasam",23,0,0
523168,"AP","Prakasam",23,0,0
523356,"AP","Prakasam",23,0,0
522202,"AP","Guntur",30,0,0
522009,"AP","Guntur",30,0,0
522006,"AP","Guntur",30,0,0
521403,"AP","Krishna",28,0,0
522647,"AP","Guntur",30,0,0
531033,"AP","Visakhapatnam",14,0,1
530024,"AP","Visakhapatnam",14,0,1
523169,"AP","Prakasam",23,0,0
523273,"AP","Prakasam",23,0,0
523230,"AP","Prakasam",23,0,0
518452,"AP","Kurnool",53,0,0
518343,"AP","Kurnool",53,0,0
518001,"AP","Kurnool",53,0,0
515641,"AP","Anantapur",3,0,0
515241,"AP","Anantapur",3,0,0
515341,"AP","Anantapur",3,0,0
516217,"AP","Y.S.R.",23,0,0
516105,"AP","Y.S.R.",23,0,0
516004,"AP","Y.S.R.",23,0,0
522661,"AP","Guntur",30,0,0
522302,"AP","Guntur",30,0,0
521126,"AP","Krishna",28,0,0
522314,"AP","Guntur",30,0,0
522601,"AP","Guntur",30,0,0
522016,"AP","Guntur",30,0,0
522435,"AP","Guntur",30,0,0
522019,"AP","Guntur",30,0,0
522262,"AP","Guntur",30,0,0
522501,"AP","Guntur",30,0,0
534315,"AP","West Godavari",15,0,0
524239,"AP","S.P.S. Nellore",33,0,1
534401,"AP","West Godavari",15,0,0
515159,"AP","Anantapur",3,0,0
534146,"AP","West Godavari",15,0,0
515144,"AP","Anantapur",3,0,0
522101,"AP","Guntur",30,0,0
522004,"AP","Guntur",30,0,0
522007,"AP","Guntur",30,0,0
533241,"AP","East Godavari",11,0,0
534003,"AP","West Godavari",15,0,0
533296,"AP","East Godavari",11,0,0
534269,"AP","West Godavari",15,0,0
522663,"AP","Guntur",30,0,0
515271,"AP","Anantapur",3,0,0
515822,"AP","Anantapur",3,0,0
522412,"AP","Guntur",30,0,0
533342,"AP","East Godavari",11,0,0
515711,"AP","Anantapur",3,0,0
515541,"AP","Anantapur",3,0,0
515005,"AP","Anantapur",3,0,0
515154,"AP","Anantapur",3,0,0
515872,"AP","Anantapur",3,0,0
515571,"AP","Anantapur",3,0,0
515321,"AP","Anantapur",3,0,0
523166,"AP","Prakasam",23,0,0
522616,"AP","Guntur",30,0,0
522301,"AP","Guntur",30,0,0
515415,"AP","Anantapur",3,0,0
518301,"AP","Kurnool",53,0,0
522310,"AP","Guntur",30,0,0
522658,"AP","Guntur",30,0,0
523105,"AP","Prakasam",23,0,0
523357,"AP","Prakasam",23,0,0
523253,"AP","Prakasam",23,0,0
524406,"AP","S.P.S. Nellore",33,0,1
524230,"AP","S.P.S. Nellore",33,0,1
517589,"AP","Chittoor",17,0,0
524221,"AP","S.P.S. Nellore",33,0,1
522660,"AP","Guntur",30,0,0
522111,"AP","Guntur",30,0,0
523109,"AP","Prakasam",23,0,0
517520,"AP","Chittoor",17,0,0
523212,"AP","Prakasam",23,0,0
523182,"AP","Prakasam",23,0,0
517561,"AP","Chittoor",17,0,0
517352,"AP","Chittoor",17,0,0
517541,"AP","Chittoor",17,0,0
522612,"AP","Guntur",30,0,0
523228,"AP","Prakasam",23,0,0
523262,"AP","Prakasam",23,0,0
523328,"AP","Prakasam",23,0,0
517590,"AP","Chittoor",17,0,0
524403,"AP","S.P.S. Nellore",33,0,1
524415,"AP","S.P.S. Nellore",33,0,1
524134,"AP","S.P.S. Nellore",33,0,1
524414,"AP","S.P.S. Nellore",33,0,1
524309,"AP","S.P.S. Nellore",33,0,1
524228,"AP","S.P.S. Nellore",33,0,1
531040,"AP","Visakhapatnam",14,0,1
524345,"AP","S.P.S. Nellore",33,0,1
524341,"AP","S.P.S. Nellore",33,0,1
530053,"AP","Visakhapatnam",14,0,1
521131,"AP","Krishna",28,0,0
521136,"AP","Krishna",28,0,0
521456,"AP","Krishna",28,0,0
523116,"AP","Prakasam",23,0,0
523184,"AP","Prakasam",23,0,0
516380,"AP","Y.S.R.",23,0,0
534208,"AP","West Godavari",15,0,0
534007,"AP","West Godavari",15,0,0
534210,"AP","West Godavari",15,0,0
534209,"AP","West Godavari",15,0,0
534102,"AP","West Godavari",15,0,0
534326,"AP","West Godavari",15,0,0
534460,"AP","West Godavari",15,0,0
534411,"AP","West Godavari",15,0,0
534281,"AP","West Godavari",15,0,0
534227,"AP","West Godavari",15,0,0
534260,"AP","West Godavari",15,0,0
523156,"AP","Prakasam",23,0,0
524152,"AP","S.P.S. Nellore",33,0,1
534195,"AP","West Godavari",15,0,0
534176,"AP","West Godavari",15,0,0
524001,"AP","S.P.S. Nellore",33,0,1
524314,"AP","S.P.S. Nellore",33,0,1
524124,"AP","S.P.S. Nellore",33,0,1
533286,"AP","East Godavari",11,0,0
534002,"AP","West Godavari",15,0,0
516321,"AP","Y.S.R.",23,0,0
516350,"AP","Y.S.R.",23,0,0
516356,"AP","Y.S.R.",23,0,0
523279,"AP","Prakasam",23,0,0
523326,"AP","Prakasam",23,0,0
523291,"AP","Prakasam",23,0,0
523369,"AP","Prakasam",23,0,0
523330,"AP","Prakasam",23,0,0
523002,"AP","Prakasam",23,0,0
523274,"AP","Prakasam",23,0,0
516001,"AP","Y.S.R.",23,0,0
516152,"AP","Y.S.R.",23,0,0
516108,"AP","Y.S.R.",23,0,0
516227,"AP","Y.S.R.",23,0,0
516454,"AP","Y.S.R.",23,0,0
516193,"AP","Y.S.R.",23,0,0
516270,"AP","Y.S.R.",23,0,0
516269,"AP","Y.S.R.",23,0,0
516214,"AP","Y.S.R.",23,0,0
518166,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518003,"AP","Kurnool",53,0,0
524318,"AP","S.P.S. Nellore",33,0,1
524101,"AP","S.P.S. Nellore",33,0,1
522261,"AP","Guntur",30,0,0
524302,"AP","S.P.S. Nellore",33,0,1
522268,"AP","Guntur",30,0,0
524240,"AP","S.P.S. Nellore",33,0,1
515701,"AP","Anantapur",3,0,0
522257,"AP","Guntur",30,0,0
522508,"AP","Guntur",30,0,0
534267,"AP","West Godavari",15,0,0
524137,"AP","S.P.S. Nellore",33,0,1
522113,"AP","Guntur",30,0,0
517130,"AP","Chittoor",17,0,0
522626,"AP","Guntur",30,0,0
521323,"AP","Krishna",28,0,0
523223,"AP","Prakasam",23,0,0
534447,"AP","West Godavari",15,0,0
533107,"AP","East Godavari",11,0,0
534196,"AP","West Godavari",15,0,0
521105,"AP","Krishna",28,0,0
521401,"AP","Krishna",28,0,0
521185,"AP","Krishna",28,0,0
521230,"AP","Krishna",28,0,0
521260,"AP","Krishna",28,0,0
520002,"AP","Krishna",28,0,0
521175,"AP","Krishna",28,0,0
533222,"AP","East Godavari",11,0,0
522213,"AP","Guntur",30,0,0
522426,"AP","Guntur",30,0,0
522603,"AP","Guntur",30,0,0
522646,"AP","Guntur",30,0,0
533220,"AP","East Godavari",11,0,0
522325,"AP","Guntur",30,0,0
533215,"AP","East Godavari",11,0,0
522305,"AP","Guntur",30,0,0
533247,"AP","East Godavari",11,0,0
515001,"AP","Anantapur",3,0,0
515722,"AP","Anantapur",3,0,0
523170,"AP","Prakasam",23,0,0
517390,"AP","Chittoor",17,0,0
515556,"AP","Anantapur",3,0,0
533293,"AP","East Godavari",11,0,0
522256,"AP","Guntur",30,0,0
522439,"AP","Guntur",30,0,0
522415,"AP","Guntur",30,0,0
522211,"AP","Guntur",30,0,0
523224,"AP","Prakasam",23,0,0
523320,"AP","Prakasam",23,0,0
523167,"AP","Prakasam",23,0,0
515867,"AP","Anantapur",3,0,0
518573,"AP","Kurnool",53,0,0
534202,"AP","West Godavari",15,0,0
534134,"AP","West Godavari",15,0,0
534218,"AP","West Godavari",15,0,0
534324,"AP","West Godavari",15,0,0
534217,"AP","West Godavari",15,0,0
517124,"AP","Chittoor",17,0,0
522237,"AP","Guntur",30,0,0
534240,"AP","West Godavari",15,0,0
517501,"AP","Chittoor",17,0,0
517432,"AP","Chittoor",17,0,0
523372,"AP","Prakasam",23,0,0
517280,"AP","Chittoor",17,0,0
534329,"AP","West Godavari",15,0,0
534215,"AP","West Godavari",15,0,0
534123,"AP","West Godavari",15,0,0
534126,"AP","West Godavari",15,0,0
534311,"AP","West Godavari",15,0,0
534245,"AP","West Godavari",15,0,0
534250,"AP","West Godavari",15,0,0
530027,"AP","Visakhapatnam",14,0,1
531075,"AP","Visakhapatnam",14,0,1
534247,"AP","West Godavari",15,0,0
534165,"AP","West Godavari",15,0,0
534266,"AP","West Godavari",15,0,0
534425,"AP","West Godavari",15,0,0
521150,"AP","Krishna",28,0,0
521247,"AP","Krishna",28,0,0
522233,"AP","Guntur",30,0,0
522034,"AP","Guntur",30,0,0
522649,"AP","Guntur",30,0,0
522201,"AP","Guntur",30,0,0
524222,"AP","S.P.S. Nellore",33,0,1
524310,"AP","S.P.S. Nellore",33,0,1
524412,"AP","S.P.S. Nellore",33,0,1
524342,"AP","S.P.S. Nellore",33,0,1
524131,"AP","S.P.S. Nellore",33,0,1
524126,"AP","S.P.S. Nellore",33,0,1
524234,"AP","S.P.S. Nellore",33,0,1
524321,"AP","S.P.S. Nellore",33,0,1
524226,"AP","S.P.S. Nellore",33,0,1
516215,"AP","Y.S.R.",23,0,0
524343,"AP","S.P.S. Nellore",33,0,1
524402,"AP","S.P.S. Nellore",33,0,1
524322,"AP","S.P.S. Nellore",33,0,1
534225,"AP","West Godavari",15,0,0
533340,"AP","East Godavari",11,0,0
516151,"AP","Y.S.R.",23,0,0
533431,"AP","East Godavari",11,0,0
524306,"AP","S.P.S. Nellore",33,0,1
524127,"AP","S.P.S. Nellore",33,0,1
524344,"AP","S.P.S. Nellore",33,0,1
524301,"AP","S.P.S. Nellore",33,0,1
524307,"AP","S.P.S. Nellore",33,0,1
524121,"AP","S.P.S. Nellore",33,0,1
524320,"AP","S.P.S. Nellore",33,0,1
522017,"AP","Guntur",30,0,0
522306,"AP","Guntur",30,0,0
522102,"AP","Guntur",30,0,0
522307,"AP","Guntur",30,0,0
521332,"AP","Krishna",28,0,0
522613,"AP","Guntur",30,0,0
518123,"AP","Kurnool",53,0,0
534451,"AP","West Godavari",15,0,0
534340,"AP","West Godavari",15,0,0
534475,"AP","West Godavari",15,0,0
518563,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
534186,"AP","West Godavari",15,0,0
534124,"AP","West Godavari",15,0,0
534206,"AP","West Godavari",15,0,0
515521,"AP","Anantapur",3,0,0
515291,"AP","Anantapur",3,0,0
515561,"AP","Anantapur",3,0,0
524407,"AP","S.P.S. Nellore",33,0,1
515164,"AP","Anantapur",3,0,0
515465,"AP","Y.S.R.",23,0,0
516127,"AP","Y.S.R.",23,0,0
515401,"AP","Anantapur",3,0,0
524002,"AP","S.P.S. Nellore",33,0,1
521301,"AP","Krishna",28,0,0
521324,"AP","Krishna",28,0,0
534461,"AP","West Godavari",15,0,0
515832,"AP","Anantapur",3,0,0
534239,"AP","West Godavari",15,0,0
533005,"AP","East Godavari",11,0,0
534235,"AP","West Godavari",15,0,0
521286,"AP","Krishna",28,0,0
521207,"AP","Krishna",28,0,0
521111,"AP","Krishna",28,0,0
533295,"AP","East Godavari",11,0,0
517504,"AP","Chittoor",17,0,0
533345,"AP","East Godavari",11,0,0
517167,"AP","Chittoor",17,0,0
534101,"AP","West Godavari",15,0,0
533288,"AP","East Godavari",11,0,0
517319,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
523333,"AP","Prakasam",23,0,0
521164,"AP","Krishna",28,0,0
520011,"AP","Krishna",28,0,0
533002,"AP","East Godavari",11,0,0
522235,"AP","Guntur",30,0,0
517113,"AP","Chittoor",17,0,0
522311,"AP","Guntur",30,0,0
517234,"AP","Chittoor",17,0,0
522020,"AP","Guntur",30,0,0
522002,"AP","Guntur",30,0,0
523370,"AP","Prakasam",23,0,0
533260,"AP","East Godavari",11,0,0
530028,"AP","Visakhapatnam",14,0,1
517132,"AP","Chittoor",17,0,0
518005,"AP","Kurnool",53,0,0
518511,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
533236,"AP","East Godavari",11,0,0
533210,"AP","East Godavari",11,0,0
533016,"AP","East Godavari",11,0,0
523117,"AP","Prakasam",23,0,0
523183,"AP","Prakasam",23,0,0
515775,"AP","Anantapur",3,0,0
515122,"AP","Anantapur",3,0,0
515413,"AP","Anantapur",3,0,0
515531,"AP","Anantapur",3,0,0
515303,"AP","Anantapur",3,0,0
515311,"AP","Anantapur",3,0,0
534243,"AP","West Godavari",15,0,0
534199,"AP","West Godavari",15,0,0
517643,"AP","Chittoor",17,0,0
534330,"AP","West Godavari",15,0,0
534230,"AP","West Godavari",15,0,0
517277,"AP","Chittoor",17,0,0
534280,"AP","West Godavari",15,0,0
530005,"AP","Visakhapatnam",14,0,1
531083,"AP","Visakhapatnam",14,0,1
531031,"AP","Visakhapatnam",14,0,1
531149,"AP","Visakhapatnam",14,0,1
531034,"AP","Visakhapatnam",14,0,1
531020,"AP","Visakhapatnam",14,0,1
531127,"AP","Visakhapatnam",14,0,1
534350,"AP","West Godavari",15,0,0
534327,"AP","West Godavari",15,0,0
521121,"AP","Krishna",28,0,0
520008,"AP","Krishna",28,0,0
533125,"AP","East Godavari",11,0,0
533240,"AP","East Godavari",11,0,0
534338,"AP","West Godavari",15,0,0
534449,"AP","West Godavari",15,0,0
533229,"AP","East Godavari",11,0,0
534315,"AP","East Godavari",11,0,0
524123,"AP","S.P.S. Nellore",33,0,1
524132,"AP","S.P.S. Nellore",33,0,1
516309,"AP","Y.S.R.",23,0,0
516150,"AP","Y.S.R.",23,0,0
516115,"AP","Y.S.R.",23,0,0
516474,"AP","Y.S.R.",23,0,0
516339,"AP","Y.S.R.",23,0,0
516361,"AP","Y.S.R.",23,0,0
516396,"AP","Y.S.R.",23,0,0
516107,"AP","Y.S.R.",23,0,0
516003,"AP","Y.S.R.",23,0,0
533289,"AP","East Godavari",11,0,0
533433,"AP","East Godavari",11,0,0
516330,"AP","Y.S.R.",23,0,0
516216,"AP","Y.S.R.",23,0,0
